a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|<li class="" htag="li"><span class="x">a man/horse/unit</span></li>;<li class="" htag="li"><span class="x">an aunt/egg/hour/X-ray</span></li>;<li class="" htag="li"><span class="x">I can only carry two at a time.</span></li>;<li class="" htag="li"><span class="x">There's a visitor for you.</span></li>;<li class="" htag="li"><span class="x">She's a friend of my father's <span class="gloss" hclass="gloss" htag="span">(= one of my father's friends)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
conflict_1|conflict|noun|B2|a situation in which people, groups or countries disagree strongly or are involved in a serious argument|/ˈkɒnflɪkt/|/ˈkɑːnflɪkt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconflict__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconf/xconflict__us_1.mp3|<li class="" htag="li"><span class="x">The violence was the result of political conflicts.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conflict between A and B (over something)</span> <span class="x">a conflict between two cultures</span></li>;<li class="" htag="li"><span class="x">His task will be to resolve potential conflicts between the British and Scottish goverments.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conflict with somebody</span> <span class="x">The prime minister wants to <span class="cl">avoid conflict</span> with the unions.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conflict over something</span> <span class="x">The government has done nothing to <span class="cl">resolve the conflict</span> over nurses' pay.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in conflict with somebody (over something)</span> <span class="x">She found herself in conflict with her parents over her future career.</span></li>;<li class="" htag="li"><span class="x">John often <span class="cl">comes into conflict</span> with his boss.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conflict within something</span> <span class="x">The terms of the will became a source of conflict within the family.</span></li>;<li class="" htag="li"><span class="x">She has received training in <span class="cl">conflict resolution</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/conflict_1
conflict_2|conflict|verb|B2|if two ideas, beliefs, stories, etc. conflict, it is not possible for them to exist together or for them both to be true|/kənˈflɪkt/|/kənˈflɪkt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconflict__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconf/xconflict__us_2.mp3|<li class="" htag="li"><span class="x">Reports conflicted on how much of the aid was reaching the famine victims.</span></li>;<li class="" htag="li"><span class="x">There are several major areas where their interests conflict.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conflict with something</span> <span class="x">These results conflict with earlier findings.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/conflict_2
confuse|confuse|verb|B1|to make somebody unable to think clearly or understand something|/kənˈfjuːz/|/kənˈfjuːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfuse__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconf/xconfuse__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confuse somebody</span> <span class="x">These two sets of statistics are guaranteed to confuse the public.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confuse somebody with something</span> <span class="x">They confused me with conflicting accounts of what happened.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/confuse
confused|confused|adjective|B1|unable to think clearly or to understand what is happening or what somebody is saying|/kənˈfjuːzd/|/kənˈfjuːzd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfused__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconf/xconfused__us_3.mp3|<li class="" htag="li"><span class="x">I'm confused—say all that again.</span></li>;<li class="" htag="li"><span class="x">I'm <span class="cl">getting</span> really <span class="cl">confused</span> now. What has that got to do with it?</span></li>;<li class="" htag="li"><span class="x">He was depressed and in a confused state of mind.</span></li>;<li class="" htag="li"><span class="x">a confused look/expression</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confused about something</span> <span class="x">I was confused about my feelings for him.</span></li>;<li class="" htag="li"><span class="x">People are confused about all the different labels on food these days.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confused by something</span> <span class="x">She seemed confused by the question.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/confused
confusing|confusing|adjective|B2|difficult to understand; not clear|/kənˈfjuːzɪŋ/|/kənˈfjuːzɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfusing__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconf/xconfusing__us_3.mp3|<li class="" htag="li"><span class="x">The instructions on the box are very confusing.</span></li>;<li class="" htag="li"><span class="x">a confusing situation/experience</span></li>;<li class="" htag="li"><span class="x">confusing messages/signals</span></li>;<li class="" htag="li"><span class="x">a confusing array of options</span></li>;<li class="" htag="li"><span class="x">This is where it all starts to get really confusing.</span></li>;<li class="" htag="li"><span class="x">Beginners may find the terminology confusing.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confusing for somebody</span> <span class="x">The new signs will be very confusing for tourists.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confusing to somebody</span> <span class="x">All this information can be confusing to the user.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">confusing to do</span> <span class="x">The site is somewhat confusing to navigate.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is confusing (for/to somebody) to do something</span> <span class="x">It would be confusing to have two set of regulations for a single country.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/confusing
connect|connect|verb|A2|to join together two or more things; to be joined together|/kəˈnekt/|/kəˈnekt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconn/xconnect__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconn/xconnect__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connect A and B</span> <span class="x">The towns are connected by train and bus services.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connect A to B</span> <span class="x">The island is connected to the mainland by a bridge.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connect A with B</span> <span class="x">The canal was built to connect Sheffield with the Humber estuary.</span></li>;<li class="" htag="li"><span class="x">The rooms on this floor connect.</span></li>;<li class="" htag="li"><span class="x">a connecting door <span class="gloss" hclass="gloss" htag="span">(= one that connects two rooms)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/connect
connected|connected|adjective|A2|(of two or more things or people) having a link between them|/kəˈnektɪd/|/kəˈnektɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconn/xconnected__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconn/xconnected__us_2.mp3|<li class="" htag="li"><span class="x">We do not believe that the incidents are connected.</span></li>;<li class="" htag="li"><span class="x">The two issues are <span class="cl">closely connected</span>.</span></li>;<li class="" htag="li"><span class="x">market prices and other connected matters</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connected with somebody/something</span> <span class="x">The fall in retail sales is <span class="cl">directly connected</span> with the decline in employment.</span></li>;<li class="" htag="li"><span class="x">jobs connected with the environment</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connected to somebody/something</span> <span class="x">Many computer files connected to the case have been erased.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connected by something</span> <span class="x">They are connected by marriage.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/connected
connection|connection|noun|B1|something that connects two facts, ideas, etc.|/kəˈnekʃn/|/kəˈnekʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconn/xconnection__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconn/xconnection__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connection between A and B</span> <span class="x">Scientists have <span class="cl">established a connection</span> between cholesterol levels and heart disease.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connection with something</span> <span class="x">a <span class="cl">direct/close/strong connection</span> with something</span></li>;<li class="" htag="li"><span class="x">His resignation must <span class="cl">have</span> some <span class="cl">connection</span> with the recent scandal.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">connection to something</span> <span class="x">Consumers are more likely to buy something from a person or shop they feel a <span class="cl">personal connection</span> to.</span></li>;<li class="" htag="li"><span class="x">How did you <span class="cl">make the connection</span> <span class="gloss" hclass="gloss" htag="span">(= realize that there was a connection between two facts that did not seem to be related)</span>?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/connection
conscious|conscious|adjective|B2|aware of something; noticing something|/ˈkɒnʃəs/|/ˈkɑːnʃəs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconscious__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconscious__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conscious of something</span> <span class="x">She's very conscious of the problems involved.</span></li>;<li class="" htag="li"><span class="x">I am conscious of the fact that there's a limit to what we can achieve here.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conscious of doing something</span> <span class="x">He became <span class="cl">acutely conscious</span> of having failed his parents.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conscious that…</span> <span class="x">I was vaguely conscious that I was being watched.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/conscious
consequence|consequence|noun|B1|a result of something that has happened, especially an unpleasant result|/ˈkɒnsɪkwəns/|/ˈkɑːnsɪkwens/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsequence__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsequence__us_1_rr.mp3|<li class="" htag="li"><span class="x">Remember that actions <span class="cl">have consequences</span>.</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">suffer/face the consequences</span> of something</span></li>;<li class="" htag="li"><span class="x"><span class="cl">dire/disastrous/negative/adverse consquences</span></span></li>;<li class="" htag="li"><span class="x">Have you considered the possible consequences?</span></li>;<li class="" htag="li"><span class="x">Reform often produces <span class="cl">unintended consequences</span>.</span></li>;<li class="" htag="li"><span class="x">They must be prepared to accept the <span class="cl">consequences of their actions</span>.</span></li>;<li class="" htag="li"><span class="x">A White House spokesman said that civilian casualties were an <span class="cl">inevitable consequence</span> of war.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consequence for somebody/something</span> <span class="x">This decision could have <span class="cl">serious consequences</span> for the industry.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">as a consequence (of something)</span> <span class="x">Two hundred people lost their jobs as a <span class="cl">direct consequence</span> of the merger.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">with… consequences </span><span class="x">He drove too fast, with tragic consequences.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consequence
conservative_1|conservative|adjective|B2|opposed to great or sudden social change; showing that you prefer traditional styles and values|/kənˈsɜːvətɪv/|/kənˈsɜːrvətɪv/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconservative__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconservative__us_1.mp3|<li class="" htag="li"><span class="x">the conservative views of his parents</span></li>;<li class="" htag="li"><span class="x">music which is accessible to an audience with extremely conservative tastes</span></li>;<li class="" htag="li"><span class="x">The southern state's inhabitants tend to be <span class="cl">socially conservative</span>.</span></li>;<li class="" htag="li"><span class="x">Her style of dress was never conservative.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">conservative in something</span> <span class="x">They were <span class="cl">deeply conservative</span> in their outlook.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/conservative_1
conservative_2|conservative|noun|B2|a conservative person|/kənˈsɜːvətɪv/|/kənˈsɜːrvətɪv/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconservative__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconservative__us_1.mp3|<li class="" htag="li"><span class="x"><span class="cl">social/religious conservatives</span></span></li>;<li class="" htag="li"><span class="x">The former Texas Supreme Court Justice's moderate record has angered hard-line conservatives for years.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/conservative_2
consider|consider|verb|A2|to think about something carefully, especially in order to make a decision|/kənˈsɪdə(r)/|/kənˈsɪdər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsider__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsider__us_1.mp3|<li class="" htag="li"><span class="x">I'd like some time to consider.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consider something</span> <span class="x">She is <span class="cl">considering</span> her <span class="cl">options</span>.</span></li>;<li class="" htag="li"><span class="x">Let us consider the facts.</span></li>;<li class="" htag="li"><span class="x">We are <span class="cl">considering </span>various <span class="cl">possibilities</span>.</span></li>;<li class="" htag="li"><span class="x">He was <span class="cl">seriously considering </span>an appeal.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">carefully considered</span> response</span></li>;<li class="" htag="li"><span class="x">The company is being actively considered as a potential partner <span class="gloss" hclass="gloss" htag="span">(= it is thought possible that it could become one)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consider doing something</span> <span class="x">Have you considered starting your own business?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consider how/what, etc…</span> <span class="x">We need to consider how the law might be reformed.</span></li>;<li class="" htag="li"><span class="x">He was considering what to do next.</span></li>;<li class="" htag="li"><span class="x">The court must consider whether the employer was negligent.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consider somebody/something for something</span> <span class="x">We are considering her for the job of designer.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consider
consideration|consideration|noun|B2|the act of thinking carefully about something|/kənˌsɪdəˈreɪʃn/|/kənˌsɪdəˈreɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsideration__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsideration__us_1.mp3|<li class="" htag="li"><span class="x">An employer is legally bound to <span class="cl">give</span> due <span class="cl">consideration to</span> the request.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Careful consideration</span> should be given to issues of health and safety.</span></li>;<li class="" htag="li"><span class="x">Her ideas are worthy of <span class="cl">serious consideration</span>.</span></li>;<li class="" htag="li"><span class="x">to merit/deserve/warrant further consideration</span></li>;<li class="" htag="li"><span class="x">After a few moments' consideration, he began to speak.</span></li>;<li class="" htag="li"><span class="x">There needs to be a consideration of the legal issues involved.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">under consideration</span> <span class="x">The proposals are currently under consideration <span class="gloss" hclass="gloss" htag="span">(= being discussed)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for (somebody's) consideration</span> <span class="x">I enclose the report for your consideration.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for consideration by somebody</span> <span class="x">The group have submitted two resolutions for consideration by shareholders.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consideration
consist|consist|verb|B1||/kənˈsɪst/|/kənˈsɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsist__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsist__us_1.mp3||https://www.oxfordlearnersdictionaries.com/definition/english/consist
consistent|consistent|adjective|B2|always behaving in the same way, or having the same opinions, standards, etc.|/kənˈsɪstənt/|/kənˈsɪstənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsistent__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsistent__us_1.mp3|<li class="" htag="li"><span class="x">a consistent approach to the problem</span></li>;<li class="" htag="li"><span class="x">a consistent pattern of behaviour</span></li>;<li class="" htag="li"><span class="x">He has been Milan's most consistent player <span class="gloss" hclass="gloss" htag="span">(= who plays well most often)</span> this season.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consistent in something</span> <span class="x">She's not very consistent in the way she treats her children.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consistent in doing something</span> <span class="x">We must be consistent in applying the rules.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consistent
constant_1|constant|adjective|B2|happening all the time or repeatedly|/ˈkɒnstənt/|/ˈkɑːnstənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstant__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconstant__us_1.mp3|<li class="" htag="li"><span class="x">There were constant interruptions.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">constant stream</span> of visitors all day</span></li>;<li class="" htag="li"><span class="x">The ruined buildings serve as a <span class="cl">constant reminder</span> of the war.</span></li>;<li class="" htag="li"><span class="x">The <span class="cl">constant threat</span> of violence from the other inmates was hard to deal with.</span></li>;<li class="" htag="li"><span class="x">Doctors are under <span class="cl">constant pressure</span> to treat more and more patients.</span></li>;<li class="" htag="li"><span class="x">Babies need constant attention.</span></li>;<li class="" htag="li"><span class="x">This entrance is in constant use.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/constant_1
constantly|constantly|adverb|B2|all the time; repeatedly|/ˈkɒnstəntli/|/ˈkɑːnstəntli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstantly__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconstantly__us_1.mp3|<li class="" htag="li"><span class="x">Fashion is <span class="cl">constantly changing</span>.</span></li>;<li class="" htag="li"><span class="x">I am <span class="cl">constantly reminded</span> how fortunate I am.</span></li>;<li class="" htag="li"><span class="x">We are constantly looking for ways to improve our products.</span></li>;<li class="" htag="li"><span class="x">We are constantly on the lookout for new ideas.</span></li>;<li class="" htag="li"><span class="x">Heat the sauce, stirring constantly.</span></li>;<li class="" htag="li"><span class="x">You have to be constantly aware of your surroundings when walking home late at night.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/constantly
constitutional_2|constitutional|noun|D|a short walk that people take because it is good for their health|/ˌkɒnstɪˈtjuːʃənl/|/ˌkɑːnstɪˈtuːʃənl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstitutional__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconstitutional__us_1.mp3||https://www.oxfordlearnersdictionaries.com/definition/english/constitutional_2
construct_1|construct|verb|B2|to build or make something such as a road, building or machine|/kənˈstrʌkt/|/kənˈstrʌkt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstruct__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconstruct__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">construct something</span> <span class="x">The <span class="cl">building was constructed</span> in 1993.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">construct something out of something</span> <span class="x">They constructed a shelter out of fallen branches.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">construct something from something</span> <span class="x">The frame is constructed from lightweight aluminium.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">construct something of something</span> <span class="x">On the smaller islands, houses are often constructed of local materials.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/construct_1
construction|construction|noun|B2|the process or method of building or making something, especially roads, buildings, bridges, etc.|/kənˈstrʌkʃn/|/kənˈstrʌkʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstruction__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconstruction__us_1.mp3|<li class="" htag="li"><span class="x">Construction began this year and will take approximately 18 months.</span></li>;<li class="" htag="li"><span class="x">the costs of <span class="cl">road construction</span> and maintenance</span></li>;<li class="" htag="li"><span class="x">Work has begun on the construction of the new airport.</span></li>;<li class="" htag="li"><span class="x">the construction of a new database</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">under construction</span> <span class="x">Our new offices are still under construction <span class="gloss" hclass="gloss" htag="span">(= being built)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">during construction</span> <span class="x">Ethernet cabling was installed during construction.</span></li>;<li class="" htag="li"><span class="x">the <span class="cl">construction industry</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">construction work/workers</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">construction company/firm</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">construction projects/costs/materials</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/construction
consume|consume|verb|B1|to use something, especially fuel, energy or time|/kənˈsjuːm/|/kənˈsuːm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsume__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsume__us_2.mp3|<li class="" htag="li"><span class="x">The electricity industry consumes large amounts of fossil fuels.</span></li>;<li class="" htag="li"><span class="x">25 per cent of the world’s population consumes 80 per cent of the planet’s resources.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consume
consumer|consumer|noun|B1|a person who buys goods or uses services|/kənˈsjuːmə(r)/|/kənˈsuːmər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconsumer__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcons/xconsumer__us_2.mp3|<li class="" htag="li"><span class="x"><span class="cl">consumer spending/demand</span></span></li>;<li class="" htag="li"><span class="x">links between producers and consumers</span></li>;<li class="" htag="li"><span class="x">Health-conscious consumers want more information about the food they buy.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">consumer society</span> <span class="gloss" hclass="gloss" htag="span">(= one where buying and selling is considered to be very important)</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">consumer watchdog</span> <span class="gloss" hclass="gloss" htag="span">(= somebody whose job is to protect consumers' rights)</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">The consumer</span> <span class="gloss" hclass="gloss" htag="span">(= consumers as a group)</span> is well served by competition.</span></li>;<li class="" htag="li"><span class="x">This tool may be considered too expensive for <span class="cl">the average consumer</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">consumer of something</span> <span class="x">consumers of news/electricity/healthcare</span></li>;<li class="" htag="li"><span class="x">providers and consumers of public services</span></li>;<li class="" htag="li"><span class="x">We need to educate consumers about this technology.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/consumer
contact_1|contact|noun|B1|the act of communicating with somebody, especially regularly|/ˈkɒntækt/|/ˈkɑːntækt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcont/xcontact__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcont/xcontact__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact with somebody</span> <span class="x">I don't <span class="cl">have</span> much <span class="cl">contact</span> with my uncle.</span></li>;<li class="" htag="li"><span class="x">We've been unable to establish radio contact with the pilot.</span></li>;<li class="" htag="li"><span class="x">She's <span class="cl">lost contact with</span> <span class="gloss" hclass="gloss" htag="span">(= no longer sees or writes to)</span> her son.</span></li>;<li class="" htag="li"><span class="x">I finally <span class="cl">made contact with</span> <span class="gloss" hclass="gloss" htag="span">(= succeeded in speaking to or meeting)</span> her in Paris.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact between A and B</span> <span class="x">There is little contact between the two organizations.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in contact</span> <span class="x">We're no longer in regular contact.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in contact with somebody</span> <span class="x">The Foreign Office is currently in <span class="cl">close contact</span> with the Indian authorities.</span></li>;<li class="" htag="li"><span class="x">Have you <span class="cl">kept in contact</span> with any of your friends from college <span class="gloss" hclass="gloss" htag="span">(= do you still see them or speak or write to them)</span>?</span></li>;<li class="" htag="li"><span class="x">The organization <span class="cl">put me in contact with</span> other people in a similar position <span class="gloss" hclass="gloss" htag="span">(= gave me their addresses or phone numbers)</span>.</span></li>;<li class="" htag="li"><span class="x"> Anyone with any information about the incident is asked to <span class="cl">get in contact</span> with the police <span class="gloss" hclass="gloss" htag="span">(= phone them or go to see them)</span>.</span></li>;<li class="" htag="li"><span class="x">two people avoiding <span class="cl">eye contact</span> <span class="gloss" hclass="gloss" htag="span">(= avoiding looking directly at each other)</span></span></li>;<li class="" htag="li"><span class="x">Please ensure we have your <span class="cl">contact number</span> <span class="gloss" hclass="gloss" htag="span">(= phone number)</span> in case we need to reschedule.</span></li>;<li class="" htag="li"><span class="x">I'll give you my <span class="cl">contact details</span> <span class="gloss" hclass="gloss" htag="span">(= phone number, email address, etc.)</span></span></li>;<li class="" htag="li"><span class="x">The society's website provides <span class="cl">contact information</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/contact_1
contact_2|contact|verb|B1|to communicate with somebody, for example by phone, letter or email|/ˈkɒntækt/|/ˈkɑːntækt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcont/xcontact__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcont/xcontact__us_1.mp3|<li class="" htag="li"><span class="x">I've been trying to contact you all day.</span></li>;<li class="" htag="li"><span class="x">Witnesses to the accident are asked to <span class="cl">contact the police</span>.</span></li>;<li class="" htag="li"><span class="x">Anyone interested is requested to contact a member of the committee.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact somebody/something for something</span> <span class="x">For further information, <span class="cl">contact</span> your local careers <span class="cl">office</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact somebody/something on something</span> <span class="labels" hclass="labels" htag="span">(British English)</span> <span class="x">He can be contacted on 01865…</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact somebody/something at something</span> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">He can be contacted at 212…</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">contact somebody/something by something</span> <span class="x">Anyone with tickets will be contacted by phone, letter or email and offered a full refund.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/contact_2
